action_name,class,method,result_name,result_type,result_value
"getPayRollProcess","hrms","getPayRollProcess","success","tiles","getPayRollProcess"
"searchEmployee","","execute","success","tiles","searchEmployee"
"getEmpFullDetails","hrms","searchEmployee","success","tiles","getEmpFullDetails"
"empEditDetails","hrms","empEditDetails","success","tiles","empEditDetails"
"empSalEditDetails","hrms","empSalEditDetails","success","tiles","empSalEditDetails"
"updateSalaryDetails","hrms","updateSalaryDetails","success","tiles","saveEmployeeDetails"
"saveEmployeeDetails","hrms","saveEmployeeDetails","success","tiles","saveEmployeeDetails"
"getPoSupplierDetails","tool","getPoSupplierDetails","success","tiles","po_suppliers"
"createPOSupplier","tool","createPOSupplier","success","tiles","po_suppliers"
"createPOSupplier","tool","createPOSupplier","error","tiles","po_suppliers"
"updatePOSupplierDetails","tool","updatePOSupplierDetails","success","tiles","po_suppliers"
"patientHistoryListAdvancelab","lab","patientHistoryList","success","tiles","patientHistoryListAdvancelab"
"getLabResultByname","lab","getLabResultByname","success","tiles","labReportpast"
"deactivateSupplier","tool","deactivateSupplier","success","tiles","po_suppliers"
"activateSupplier","tool","activateSupplier","success","tiles","po_suppliers"
"getEditDetailsForPOSupplier","tool","getEditDetailsForPOSupplier","success","tiles","po_supplier_edit"
"getManufacturerDetails","tool","getManufacturerDetails","success","tiles","po_manufacturer"
"createPOManufacturer","tool","createPOManufacturer","success","tiles","po_manufacturer"
"createPOManufacturer","tool","createPOManufacturer","error","tiles","po_manufacturer"
"updateManufacturerDetails","tool","updateManufacturerDetails","success","tiles","po_manufacturer"
"deActivateManufacturer","tool","deActivateManufacturer","success","tiles","po_manufacturer"
"activateManufacturer","tool","activateManufacturer","success","tiles","po_manufacturer"
"getEditDetailsForManufact","tool","getEditDetailsForManufact","success","tiles","po_manufacturer_edit"
"getEquipmentCategory","tool","getEquipmentCategory","success","tiles","getEquipment_Category"
"addEquipmentAccetcategory","tool","addEquipmentAccetcategory","success","tiles","getEquipment_Category"
"addEquipmentAccetcategory","tool","addEquipmentAccetcategory","error","tiles","getEquipment_Category"
"getEquipmentEditDetails","tool","getEquipmentEditDetails","success","tiles","getEquipment_Category"
"deleteEquipmentCategoryDetails","tool","deleteEquipmentCategoryDetails","success","tiles","getEquipment_Category"
"updateEquipmentCategoryDetails","tool","updateEquipmentCategoryDetails","success","tiles","getEquipment_Category"
"getEquipmentComponent","tool","getEquipmentComponent","success","tiles","getEquipment_Component"
"addEquipmentAccetComponent","tool","addEquipmentAccetComponent","success","tiles","getEquipment_Component"
"addEquipmentAccetComponent","tool","addEquipmentAccetComponent","error","tiles","getEquipment_Component"
"getEquipmentComponentEditDetails","tool","getEquipmentComponentEditDetails","success","tiles","getEquipment_Component"
"deleteEquipmentComponentDetails","tool","deleteEquipmentComponentDetails","success","tiles","getEquipment_Component"
"updateEquipmentComponentDetails","tool","updateEquipmentComponentDetails","success","tiles","getEquipment_Component"
"getEquipmentGRN","tool","getEquipmentGRN","success","tiles","getEquipment_GRN"
"addProductEntryForEquipment","tool","addProductEntryForEquipment","success","dispatcher","/Equipment/componentListForGRN.jsp"
"deleteEquipmentProductDetail","tool","deleteEquipmentProductDetail","success","dispatcher","/Equipment/componentListForGRN.jsp"
"confirmEquipmentProductDetails","tool","confirmEquipmentProductDetails","success","tiles","getEquipment_GRN"
"getEquipmentInventry","tool","getEquipmentInventry","success","tiles","getEquipment_Inventry"
"getGRNentry","tool","getGRNentry","success","tiles","grn_entry"
"getPOSupplierDetail","tool","getPOSupplierDetail","","",""
"addProductEntryForPO","tool","addProductEntryForPO","success","dispatcher","/POModule/componentListForGRN.jsp"
"deletePOProductDetail","tool","deletePOProductDetail","success","dispatcher","/POModule/componentListForGRN.jsp"
"confirmPOProductDetails","tool","confirmPOProductDetails","success","tiles","grn_entry"
"getInventryReport","tool","getInventryReport","success","tiles","po_inventry"
"getSalDetFromEdit","hrms","getSalDet","success","tiles","getSalDetFromEdit"
"getRoomTypesForInsert","tool","getRoomTypesForInsert","","",""
"getClaimReportByDate","ip","getClaimReportByDate","success","tiles","getClaimReport"
"getClaimReportByDate","ip","getClaimReportByDate","error","tiles","getClaimReport"
"getCancelReportByDate","ip","getCancelReportByDate","success","tiles","getInsuranceCancelReport"
"getCancelReportByDate","ip","getCancelReportByDate","error","tiles","getInsuranceCancelReport"
"getEquipmentAllocation","tool","getEquipmentAllocation","success","tiles","getEquipment_Allocation"
"allocateComponents","tool","allocateComponents","success","tiles","getEquipment_Allocation"
"deAllocateComponents","tool","deAllocateComponents","success","tiles","getEquipment_Allocation"
"getEquipmentAllotedReport","tool","getEquipmentAllotedReport","success","tiles","getEquipment_AllotedReport"
"getEditDetailsforEquipmentCategory","tool","getEditDetailsforEquipmentCategory","success","tiles","getEditDetailsforEquipmentCategory"
"getEditDetailsforPOCategory","tool","getEditDetailsforEquipmentCategory","success","tiles","getEditDetailsforPOCategory"
"updateEqupmentCategory","tool","updateEqupmentCategory","success","tiles","updateEqupmentCategory"
"updatePOCategory","tool","updateEqupmentCategory","success","tiles","updatePOCategory"
"deactivateEqupmentCategory","tool","deactivateEqupmentCategory","success","tiles","deactivateEqupmentCategory"
"deactivatePOCategory","tool","deactivatePOCategory","success","tiles","getAssetCategory"
"activateEqupmentCategory","tool","activateEqupmentCategory","success","tiles","deactivateEqupmentCategory"
"activatePOCategory","tool","activatePOCategory","success","tiles","getAssetCategory"
"getEquipmentComponentEditDetails","tool","getEquipmentComponentEditDetails","success","tiles","getEquipmentComponentEditDetails"
"getPOComponentEditDetails","tool","getEquipmentComponentEditDetails","success","tiles","getPOComponentEditDetails"
"updateEquipmentComponentEditDetails","tool","updateEquipmentComponentEditDetails","success","tiles","getEquipment_Component"
"updatePOComponentEditDetails","tool","updateEquipmentComponentEditDetails","success","tiles","getPO_Component"
"deleteEquipmentComponentDetails","tool","deleteEquipmentComponentDetails","success","tiles","getEquipment_Component"
"deletePOComponentDetails","tool","activatePOComponentDetails","success","tiles","getPO_Component"
"getGRNReportDetails","tool","getGRNReportDetails","success","tiles","getGRNReportDetails"
"getGRNReportDetailsBydate","tool","getGRNReportDetailsBydate","success","tiles","getGRNReportDetails"
"componentIsExist","tool","componentIsExist","","",""
"getComponentDetails","tool","getComponentDetails","success","tiles","grn_entry"
"getEquipmentRegistryReport","tool","getEquipmentRegistryReport","success","tiles","equipment_registry"
"dataIsAlreadyExist","tool","dataIsAlreadyExist","","",""
"getEquipmentForSerialAssign","tool","getEquipmentForSerialAssign","success","tiles","po_serial"
"deActivateSerial","tool","deActivateSerial","success","tiles","po_serial"
"serialIdExist","tool","serialIdExist","","",""
"assignSerialNo","tool","assignSerialNo","success","tiles","po_serial"
"getPOValidQtyDetail","tool","getPOValidQtyDetail","","",""
"getEquipmentSupplier","tool","getPoSupplierDetails","success","tiles","getEquipment_Supplier"
"createEquipmentSupplier","tool","createPOSupplier","success","tiles","getEquipment_Supplier"
"createEquipmentSupplier","tool","createPOSupplier","error","tiles","getEquipment_Supplier"
"updateEquipmentSupplierDetails","tool","updatePOSupplierDetails","success","tiles","getEquipment_Supplier"
"deactivateEquipmentSupplier","tool","deactivateSupplier","success","tiles","getEquipment_Supplier"
"activateEquipmentSupplier","tool","activateSupplier","success","tiles","getEquipment_Supplier"
"getEditDetailsForEquipmentSupplier","tool","getEditDetailsForPOSupplier","success","tiles","getEquipment_Supplier_edit"
"getEquipmentManufacturer","tool","getManufacturerDetails","success","tiles","getEquipment_Manufacturer"
"createEquipmentManufacturer","tool","createPOManufacturer","success","tiles","getEquipment_Manufacturer"
"createEquipmentManufacturer","tool","createPOManufacturer","error","tiles","getEquipment_Manufacturer"
"updateEquipmentManufacturerDetails","tool","updateManufacturerDetails","success","tiles","getEquipment_Manufacturer"
"deActivateEquipmentManufacturer","tool","deActivateManufacturer","success","tiles","getEquipment_Manufacturer"
"activateEquipmentManufacturer","tool","activateManufacturer","success","tiles","getEquipment_Manufacturer"
"getEditDetailsForEquipmentManufact","tool","getEditDetailsForManufact","success","tiles","getEquipment_Manufacturer_edit"
"getEquipmentCategory","tool","getEquipmentCategory","success","tiles","getEquipment_Category"
"addEquipmentAccetcategory","tool","addEquipmentAccetcategory","success","tiles","getEquipment_Category"
"addEquipmentAccetcategory","tool","addEquipmentAccetcategory","error","tiles","getEquipment_Category"
"getEquipmentEditDetails","tool","getEquipmentEditDetails","success","tiles","getEquipment_Category"
"deleteEquipmentCategoryDetails","tool","deleteEquipmentCategoryDetails","success","tiles","getEquipment_Category"
"updateEquipmentCategoryDetails","tool","updateEquipmentCategoryDetails","success","tiles","getEquipment_Category"
"deleteProducDetailForStockIssue","pharmacy","deleteProducDetailForStockIssue","success","dispatcher","/Pharmacy/AddDrugApproval.jsp"
"addProductForAppr","pharmacy","addProductForAppr","success","dispatcher","/Pharmacy/AddDrugApproval.jsp"
"addProductForStockIssue","pharmacy","addProductForStockIssue","success","dispatcher","/Pharmacy/AddDrugApproval.jsp"
"getDetailForSalesReturn","pharmacy","getDetailForSalesReturn","success","tiles","getDetailForSalesReturn"
"getDrugDetailsByNameForAppr","pharmacy","getDrugDetailsByNameForAppr","","",""
"addProductEntryforInvSaleReturn","pharmacy","addProductEntrySaleReturn","success","dispatcher","/Pharmacy/ComponetsForSaleReturnbyInv.jsp"
"getEquipmentComponent","tool","getEquipmentComponent","success","tiles","getEquipment_Component"
"addEquipmentAccetComponent","tool","addEquipmentAccetComponent","success","tiles","getEquipment_Component"
"addEquipmentAccetComponent","tool","addEquipmentAccetComponent","error","tiles","getEquipment_Component"
"getEquipmentComponentEditDetails","tool","getEquipmentComponentEditDetails","success","tiles","getEquipment_Component"
"deleteEquipmentComponentDetails","tool","deleteEquipmentComponentDetails","success","tiles","getEquipment_Component"
"activateEquipmentComponentDetails","tool","activateEquipmentComponentDetails","success","tiles","getEquipment_Component"
"updateEquipmentComponentDetails","tool","updateEquipmentComponentDetails","success","tiles","getEquipment_Component"
"getEquipmentGRN","tool","getEquipmentGRN","success","tiles","getEquipment_GRN"
"addProductEntryForEquipment","tool","addProductEntryForEquipment","success","dispatcher","/Equipment/componentListForGRN.jsp"
"deleteEquipmentProductDetail","tool","deleteEquipmentProductDetail","success","dispatcher","/Equipment/componentListForGRN.jsp"
"confirmEquipmentProductDetails","tool","confirmEquipmentProductDetails","success","tiles","getEquipment_GRN"
"getEquipmentInventry","tool","getEquipmentInventry","success","tiles","getEquipment_Inventry"
"getEquipmentSerialAssign","tool","getEquipmentForSerialAssign","success","tiles","getEquipment_SerialAssign"
"getInventryReportEquipment","tool","getInventryReportEquipment","success","tiles","equipment_inventry"
"getInventryReportEquipmentByDate","tool","getInventryReportEquipmentByDate","success","tiles","equipment_inventry"
"getInventryForAlloted","tool","getInventryForAlloted","success","tiles","equipmt_allocate_report"
"getAllocationByWard","tool","getAllocationByWard","success","tiles","equipmt_allocate_report"
"getAllocationByEquipment","tool","getAllocationByEquipment","success","tiles","equipmt_allocate_report"
"assignEquipmentSerialNo","tool","assignSerialNo","success","tiles","getEquipment_SerialAssign"
"getEditDetailsForEquipmentSerial","tool","getEditDetailsForSerial","success","tiles","getEquipment_SerialAssign"
"updateEditDetailsForEquipmentSerial","tool","updateEditDetailsForSerial","success","tiles","getEquipment_SerialAssign"
"deActivateEquipmentSerial","tool","deActivateSerial","success","tiles","getEquipment_SerialAssign"
"showCollectionReportdirect","lab","showCollectionReportdirect","success","tiles","show-collection-Reportdirect"
"getEquipmentAllocation","tool","getEquipmentAllocation","success","tiles","getEquipment_Allocation"
"allocateComponents","tool","allocateComponents","success","tiles","getEquipment_Allocation"
"deAllocateComponents","tool","deAllocateComponents","success","tiles","getEquipment_Allocation"
"getEquipmentAllotedReport","tool","getEquipmentAllotedReport","success","tiles","getEquipment_AllotedReport"
"getEditDetailsforEquipmentCategory","tool","getEditDetailsforEquipmentCategory","success","tiles","getEditDetailsforEquipmentCategory"
"getEditDetailsforPOCategory","tool","getEditDetailsforEquipmentCategory","success","tiles","getEditDetailsforPOCategory"
"updateEqupmentCategory","tool","updateEqupmentCategory","success","tiles","updateEqupmentCategory"
"updatePOCategory","tool","updateEqupmentCategory","success","tiles","updatePOCategory"
"deactivateEqupmentCategory","tool","deactivateEqupmentCategory","success","tiles","deactivateEqupmentCategory"
"activateEqupmentCategory","tool","activateEqupmentCategory","success","tiles","deactivateEqupmentCategory"
"getEquipmentComponentEditDetails","tool","getEquipmentComponentEditDetails","success","tiles","getEquipmentComponentEditDetails"
"getPOComponentEditDetails","tool","getEquipmentComponentEditDetails","success","tiles","getPOComponentEditDetails"
"updateEquipmentComponentEditDetails","tool","updateEquipmentComponentEditDetails","success","tiles","getEquipment_Component"
"updatePOComponentEditDetails","tool","updateEquipmentComponentEditDetails","success","tiles","getPO_Component"
"deleteEquipmentComponentDetails","tool","deleteEquipmentComponentDetails","success","tiles","getEquipment_Component"
"deletePOComponentDetails","tool","deleteEquipmentComponentDetails","success","tiles","getPO_Component"
"getItemIssueDetails","tool","getItemIssueDetails","success","tiles","getItemIssueDetails"
"assignItemDetails","tool","assignItemDetails","success","tiles","getItemIssueDetails"
"removeItemAllocated","tool","removeItemAllocated","success","tiles","getItemIssueDetails"
"modifyItemIssued","tool","modifyItemIssued","success","tiles","modifyItemIssued"
"updateModifyDetails","tool","updateModifyDetails","success","tiles","getItemIssueDetails"
"getGRNReportDetailsAsset","tool","getGRNReportDetailsAsset","success","tiles","getGRNReportDetailsAsset"
"getGRNReportDetailsAssetBydate","tool","getGRNReportDetailsAssetBydate","success","tiles","getGRNReportDetailsAsset"
"componentIsExist","tool","componentIsExist","","",""
"getComponentDetails","tool","getComponentDetails","success","tiles","grn_entry"
"getEquipmentRegistryReport","tool","getEquipmentRegistryReport","success","tiles","equipment_registry"
"dataIsAlreadyExist","tool","dataIsAlreadyExist","","",""
"generateBarcodeDetails","tool","generateBarcodeDetails","success","tiles","equipment_barcode"
"generateBarcodeDetailsForPrint","tool","generateBarcodeDetails","success","tiles","generateBarcodeDetailsForPrint"
"getAssetPurchaseReturn","tool","getAssetPurchaseReturn","success","tiles","getAssetPurchaseReturn"
"updatePurchaseReturn","tool","updatePurchaseReturn","success","tiles","getAssetPurchaseReturn"
"getLabCollectiondoctorother","lab","getLabCollectiondoctorother","success","tiles","show-lab-collection-other"
"getLabPatientdetails","lab","getLabPatientDetails","success","tiles","/Lab/LabPatientDetails.jsp"
"getAssetPurchaseReturnReport","tool","getAssetPurchaseReturnReport","success","tiles","getAssetPurchaseReturnReport"
"getAssetPurchaseReturnReportByDate","tool","getAssetPurchaseReturnReportByDate","success","tiles","getAssetPurchaseReturnReport"
"getAssetCategory","tool","getAssetCategory","success","tiles","getAssetCategory"
"getAssetComponent","tool","getAssetComponent","success","tiles","getAssetComponent"
"addAccetcategory","tool","addAccetcategory","success","tiles","getAssetCategory"
"addAccetcategory","tool","addAccetcategory","error","tiles","getAssetCategory"
"deleteCategoryDetails","tool","deleteCategoryDetails","success","tiles","getAssetCategory"
"addAccetComponent","tool","addAccetComponent","success","tiles","getAssetComponent"
"addAccetComponent","tool","addAccetComponent","error","tiles","getAssetComponent"
"deleteComponentDetails","tool","deleteComponentDetails","success","tiles","getAssetComponent"
"getInventryReportByDate","tool","getInventryReportByDate","success","tiles","po_inventry"
"getInventryReportByDate","tool","getInventryReportByDate","error","tiles","po_inventry"
"exportToExcel","tool","exportToExcel","success","redirect","po_inventry"
"getEquipmentReturnReport","tool","getEquipmentReturnReport","success","tiles","getEquipmentReturnReport"
"getEquipmentReturnReportByDate","tool","getEquipmentReturnReportByDate","success","tiles","getEquipmentReturnReport"
"updatePurchaseReturn","tool","updatePurchaseReturn","success","tiles","equipment_registry"
"getSubcategoryByCat","lab","getSubcategoryByCat","","",""
"insertNewRow","ip","insertNewRow","success","tiles","ip-patient-info"
"getEmpFullDetails","hrms","searchEmployee","success","tiles","getEmpFullDetails"
"getEmpFullDetails","hrms","searchEmployee","empList","tiles","searchEmployee"
"getEmpFullDetails","hrms","searchEmployee","error","tiles","searchEmployee"
"employeeDetailsById","hrms","employeeDetailsById","success","tiles","getEmpFullDetails"
"showHMSDashboard","ip","showHMSDashboard","success","tiles","showHMSDashboard"
"showHMSDashboardByDate","ip","showHMSDashboardByDate","success","tiles","showHMSDashboard"
"showHMSDashboardMIS","ip","showHMSDashboard","success","tiles","showHMSDashboardMIS"
"showHMSDashboardByDateMIS","ip","showHMSDashboardByDate","success","tiles","showHMSDashboardMIS"
"getLabResultByDate","lab","getLabResultByDate","success","tiles","labReportInput"
"pendingLabPaymentsoncurrentdate","appoint","pendingLabPaymentsoncurrentdate","success","tiles","billing-pending-lab"
"getConsultantDetailsForMis","ip","getConsultantDetailsForMis","success","dispatcher","/MIS/ConsultantDetails.jsp"
"getRoomDetailsForMis","ip","getRoomDetailsForMis","success","dispatcher","/MIS/RoomDetails.jsp"
"pendingLabPaymentsoncurrentBydate","appoint","pendingLabPaymentsoncurrentBydate","success","tiles","billing-pending-lab"
"showLabReportDetails","appoint","getLabReport","success","tiles","Lab-Report-details"
"getLabReportDetailsByDate","appoint","getLabReportByDate","success","tiles","Lab-Report-details"
"labrequisitionOrder","lab","getRequisitionOrder","success","tiles","requisition-Order"
"labrequisitionOrder","lab","getRequisitionOrder","expired","tiles","nfid-expired-requisition-Input"
"labrequisitionOrder","lab","getRequisitionOrder","error","tiles","requisition-Input"
"payLabRequisitionBill","lab","payRequisitionOrder","success","tiles","pay-Requisition-Bill"
"getCreditLabReports","appoint","getCreditReports","success","tiles","show-lab-credit-report"
"getLabCreditReportByDate","appoint","getCreditReportByDate","success","tiles","show-lab-credit-report"
"confirmDrugApproval","pharmacy","confirmDrugApproval","success","tiles","addDrugconfirm2"
"checkPatientDetails","user","confirmSearchPatient","success","tiles","front-patient-input-details"
"getSearchPatientHistoryDetails","appoint","patientHistoryDetails","success","tiles","front-patient-details"
"checkPatientSearchDetails","user","confirmSearchPatient","success","tiles","front-patient-search-details"
"checkPatientSearchDetailsForView","user","confirmSearchPatient","success","tiles","view-File-Upload"
"deleteImageWithDetails","appoint","deleteImageWithDetails","success","tiles","front-patient-details-consult"
"permaDeleteImageWithDetails","appoint","permaDeleteImageWithDetails","success","tiles","front-patient-details-consult"
"getDeptForPharmacy","pharmacy","getDeptForPharmacy","success","tiles","getDeptForPharmacy"
"requisitionInputoppast","lab","requisitionInputOne","success","tiles","requisitionInputoppast"
"patientHistoryListAdvance","admin","patientHistoryList","success","tiles","consult-patient-historylist-advance"
"drugRequest","pharmacy","drugRequest","success","tiles","drugRequest"
"getDrugRequest","pharmacy","getDrugRequest","success","tiles","getDrugRequest"
"addDrugsForIndentRequest","pharmacy","addDrugsForIndentRequest","success","dispatcher","/Pharmacy/IndentComponentDetails.jsp"
"deleteDrugrequstion","pharmacy","deleteDrugrequstion","success","tiles","getDrugRequest"
"getDrugReqForApproval","pharmacy","getDrugReqForApproval","success","tiles","getDrugReqForApproval"
"deleteRequstionDetails","pharmacy","deleteRequstionDetails","success","tiles","addDrugconfirm"
"getDrugApprovalList","pharmacy","getDrugApprovalList","success","tiles","getDrugApprovalList"
"getQuatationReport","pharmacy","getQuatationReport","success","tiles","getQuatationReport"
"getPurchaseReturndetails","pharmacy","getPurchaseReturndetails","success","tiles","getPurchaseReturndetails"
"getSalesReturnForApproval","pharmacy","getSalesReturnForApproval","success","tiles","getSalesReturnForApproval"
"addDrugconfirm","pharmacy","addDrugconfirm","success","tiles","addDrugconfirm"
"addDrugconfirmone","pharmacy","addDrugconfirm","success","tiles","addDrugconfirmone"
"getQuatationdetails","pharmacy","getQuatationdetails","success","tiles","getQuatationdetails"
"getInternDetails","pharmacy","getInternDetails","success","tiles","getInternDetails"
"getDeptForPharmacyForStk","pharmacy","getDeptForPharmacyByLocation","success","tiles","getDeptForPharmacyForStk"
"SupplierDetails","pharmacy","getSupplierDetails","success","tiles","supplier-details"
"confirmstock","pharmacy","confirmstock","success","tiles","appSuccstock"
"ManufacturDetails","pharmacy","ManufacturDetails","success","tiles","manufacture-details"
"getProductTypeDetails","pharmacy","getProductTypeDetails","success","tiles","getProductTypeDetails"
"masterModificationDetails","pharmacy","masterModificationDetails","success","tiles","masterModificationDetails"
"getSalesReturnbyInvoice","pharmacy","getSalesReturnbyInvoice","success","tiles","getSalesReturnbyInvoice"
"getSalesReport","pharmacy","getSalesReport","success","tiles","sales-report"
"getSalesReport","pharmacy","getSalesReportOP","success","tiles","sales-reportop"
"getSalesReturnReport","pharmacy","getSalesReturnReport","success","tiles","getSalesReturnReport"
"getPharmacyStockDetails","pharmacy","getPharmacyStockDetailsForAll","success","tiles","PharmacyStockDetails"
"updatestockedit","pharmacy","updatestockedit","success","dispatcher","/Pharmacy/SaleComponentDetailsedit.jsp"
"addStockEdit","pharmacy","addStockEntry","success","dispatcher","/Pharmacy/GRNstockedit.jsp"
"getPharmacyStockDetailsForAll","pharmacy","getPharmacyStockDetailsForAll","success","tiles","getPharmacyStockDetailsForAll"
"getSalesReportByDate","pharmacy","getSalesReportByDate","success","tiles","sales-report"
"getPurchaseVatReport","pharmacy","getPurchaseVatReport","success","tiles","getPurchaseVatReport"
"getExpireReport","pharmacy","getExpireReport","success","tiles","exp-report"
"fastmovingDrugs","pharmacy","getfastmovingDrugs","success","tiles","fast-moving-report"
"getVatReportDetails","pharmacy","getVatReportDetails","success","tiles","getVatReportDetails"
"SlowmovingDrugs","pharmacy","SlowmovingDrugs","success","tiles","slow-report"
"getPurchaseReturnReport","pharmacy","getPurchaseReturnReport","success","tiles","getPurchaseReturnReport"
"getSalesReportByLocation","pharmacy","getSalesReportByLocation","success","tiles","sales-report"
"getItemWiseSalesReport","pharmacy","getItemWiseSalesReport","success","tiles","getItemWiseSalesReport"
"nonemovingDrugs","pharmacy","nonemovingDrugs","success","tiles","none-report"
"getItemWiseDetailedReport","pharmacy","getItemWiseDetailedReport","success","tiles","getItemWiseDetailedReport"
"getGSTReport","pharmacy","getVatReportDetails","success","tiles","getGSTReport"
"getInventory","pharmacy","getInventory","success","tiles","inventory-report"
"getSalesReportByRole","pharmacy","getSalesReportByRole","success","tiles","sales-report"
"getDrugIssueReport","pharmacy","getDrugIssueReport","success","tiles","getDrugIssueReport"
"viewSavedInvoicedetails","pharmacy","viewSavedInvoicedetails","success","tiles","product-entry-saved-kl"
"ConfirmQuotationDetails","pharmacy","ConfirmQuotationDetails","success","tiles","ConfirmQuotationDetails"
"getDirectPurchaseEntry","pharmacy","getDirectPurchaseEntry","success","tiles","getQuotationDetailsForGrn"
"createManufacturer","pharmacy","createManufacturer","success","tiles","manufacture-create"
"getSalesReportInDetails","pharmacy","getSalesReportInDetails","success","tiles","getSalesReportInDetails"
"gerReceiptForOpIpBilling","pharmacy","gerReceiptForOpIpBilling","success","tiles","gerReceiptForOpIpBilling"
"gerReceiptForOpIpBillingop","pharmacy","gerReceiptForOpIpBillingop","success","tiles","gerReceiptForOpIpBilling"
"getSalesReturnbyInvoice","pharmacy","getSalesReturnbyInvoice","success","tiles","getSalesReturnbyInvoice"
"addDrugsForQuatation","pharmacy","addDrugsForQuatation","success","tiles","getQuatationdetails"
"ShowSupplier","pharmacy","execute","success","tiles","supplier-new"
"createSupplier","pharmacy","createSupplier","success","tiles","create-supplier"
"getManufacturer","pharmacy","execute","success","tiles","manufacturer-add"
"getSalesReportInDetailsByLocation","pharmacy","getSalesReportInDetailsByLocation","success","tiles","getSalesReportInDetails"
"getPharmacyDueReportByLocation","pharmacy","getPharmacyDueReportByLocation","success","tiles","getPharmacyDueReport"
"getDrugReqReport","pharmacy","getDrugReqReport","success","tiles","getDrugReqReport"
"getPharmacyInvestigations","pharmacy","getPharmacyInvestigations","success","tiles","patient-details-nf"
"getPharmacyInvestigations","pharmacy","getPharmacyInvestigations","error","tiles","patient-details"
"getStockAdjReportByDate","pharmacy","getStockAdjReportByDate","success","tiles","getStockAdjReport"
"GetPharmacyBilling","pharmacy","getRequestByNF","success","tiles","patient-details"
"confirmSelligDetailsmult","pharmacy","confirmSelligDetailsmult","success","tiles","gerReceiptForOpIpBillingmult"
"GetPharmacyBilling1","pharmacy","getRequestByNF1","success","tiles","patient-details1"
"GetPharmacyBilling2","pharmacy","getRequestByNF1","success","tiles","patient-details2"
"getDrugDetailsByNameForLoc","pharmacy","getDrugDetailsByNameForLoc","","",""
"generateBarcodeDetailforIP","tool","generateBarcodeDetailsforIP","success","tiles","equipment_barcode_IP"
"generateBarcodeDetail","tool","generateBarcodeDetailss","success","tiles","equipment_barcode"
"requisitionInputlabpast","lab","requisitionInputlabpast","success","tiles","requisitionInputlabpast"
"requisitionInputlabpast","lab","requisitionInputlabpast","success","tiles","requisitionInputlabpast"
"lab12","admin","lab12","success","tiles","lab12"
"chatbot","lab","chatbot","success","tiles","chatbot"
