action_name,class,method,result_name,result_type,result_value,resolved_jsp
"getProductNameSearch","admin","getProductNameSearch","","","",""
"deleteConsultantDrug","admin","deleteConsultantDrug","success","tiles","getConsultantWiseIDDrugMaster","/HMS Android/ConsultantIdWiseDrugMaster.jsp?main=17&amp;sub=7"
"activateDrugDetails","admin","activateDrugDetails","success","tiles","getConsultantWiseIDDrugMaster","/HMS Android/ConsultantIdWiseDrugMaster.jsp?main=17&amp;sub=7"
"getDrugsForConsultant","admin","getDrugsForConsultant","success","tiles","getConsultantWiseDrugMaster","/HMS Android/ConsultantDrugMaster.jsp?main=17&amp;sub=6"
"GetConsultantDrugs","admin","getConsultantDrugs","success","tiles","getConsultantWiseIDDrugMaster","/HMS Android/ConsultantIdWiseDrugMaster.jsp?main=17&amp;sub=7"
"getCompanyAddress","user","getCompanyAddress","success","tiles","getCompanyAddress","/Settings/HospitalAddress.jsp?main=1&amp;sub=4"
"createCompanyDetails","user","createCompanyDetails","success","redirect","getCompanyAddress","/Settings/HospitalAddress.jsp?main=1&amp;sub=4"
"getHospitalLogoView","user","getHospitalLogoView","","","",""
"billingApproval","admin","billingApproval","success","tiles","billingApproval","/HMS Android/BillingApproval.jsp?main=9&amp;sub=1"
"billingApproval1","admin","billingApproval1","success","tiles","billingApproval1","/HMS Android/BillingApproval1.jsp?main=10&amp;sub=1"
"getCancelReport","admin","billingApproval","success","tiles","billingCancel","/HMS Android/CancelledBilling.jsp?main=9&amp;sub=4"
"approvalDetails","admin","approvalDetails","success","tiles","approvalDetails","/HMS Android/recpit2.jsp?main=9&amp;sub=1"
"approvalDetailsone","admin","approvalDetailsone","success","tiles","approvalDetails","/HMS Android/recpit2.jsp?main=9&amp;sub=1"
"approvalDetailstwo","admin","approvalDetailstwo","success","tiles","approvalDetailstwo","/HMS Android/recpit22.jsp?main=9&amp;sub=1"
"approvalForPayment","admin","approvalForPayment","success","tiles","approvalForPayment","/HMS Android/Success3.jsp?main=2&amp;sub=2"
"cancelPayment","admin","cancelPayment","success","redirect","billingApproval","/HMS Android/BillingApproval.jsp?main=9&amp;sub=1"
"cancelPayment1","admin","cancelPayment1","success","redirect","billingApproval1","/HMS Android/BillingApproval1.jsp?main=10&amp;sub=1"
"cancelLabReport","lab","LabCancelReport","success","tiles","labCancelReport","/HMS Android/CancelledLabBilling.jsp?main=12&amp;sub=6"
"emergency4","admin","emergency4","success","tiles","emergency4","/HMS Android/Emergency4.jsp?main=8&amp;sub=0"
"upadatePaymentInfo","admin","getRecepit","success","tiles","commonRecepit","/HMS Android/CollectionInvoice.jsp?main=9&amp;sub=3"
"upadatePaymentInfoone","admin","getRecepitone","success","tiles","commonRecepittwo","/HMS Android/CollectionInvoicetwo.jsp?main=9&amp;sub=3"
"upadatePaymentInfotwo","admin","getRecepittwo","success","tiles","commonRecepittwo","/HMS Android/CollectionInvoicetwo.jsp?main=9&amp;sub=3"
"upadatePaymentInfooneop","lab","getRecepitoneop","success","tiles","commonRecepitop","/HMS Android/opbills.jsp?main=9&amp;sub=3"
"showCollectionReport","admin","getCollectionReport","success","tiles","show-collection-Report1","/HMS Android/CollectionReport1.jsp?main=9&amp;sub=3"
"upadateLabPaymentIP","lab","upadateLabPaymentIP","success","tiles","commonLabRecepitIP2","/HMS Android/IPbills.jsp?main=10&amp;sub=6"
"showCollectionReport","admin","getCollectionReporttime","success","tiles","show-collection-Report1","/HMS Android/CollectionReport1.jsp?main=9&amp;sub=3"
"getrackDetails","pharmacy","getrackDetails","success","tiles","getrackDetails","/Pharmacy/getrackDetails.jsp?main=15&amp;sub=18"
"addrack","pharmacy","addrack","success","tiles","getrackDetails","/Pharmacy/getrackDetails.jsp?main=15&amp;sub=18"
"showCollectionReportone","lab","showCollectionReport","success","tiles","show-collection-Report","/HMS Android/CollectionReport.jsp?main=9&amp;sub=9"
"getDueReport","admin","getDueReport","success","tiles","getDueReport","/HMS Android/DueReport.jsp?main=9&amp;sub=3"
"getRefundReport","admin","getRefundReport","success","tiles","getRefundReport","/HMS Android/RefundReport.jsp?main=9&amp;sub=6"
"getLabRefundReport","lab","getLabRefundReport","success","tiles","getLabRefundReport","/HMS Android/LabRefundReport.jsp?main=12&amp;sub=5"
"updateProductEntryedit","pharmacy","updateProductEntryedit","success","dispatcher","/Pharmacy/SaleComponentDetailsedit.jsp","/Pharmacy/SaleComponentDetailsedit.jsp"
"getDueAprrovalDetails","admin","getDueAprrovalDetails","success","tiles","getDueAprrovalDetails","/HMS Android/DueApprovalDetails.jsp?main=9&amp;sub=3"
"upadateDueInfo","admin","upadateDueInfo","success","tiles","commonRecepitDue","/HMS Android/DueInvoice.jsp?main=9&amp;sub=1"
"getRefundByInv","admin","getRefundByInv","success","tiles","getRefundByInv","/HMS Android/RefundByInvoice.jsp?main=9&amp;sub=5"
"getRefundByInv","admin","getRefundByInv","error","dispatcher","/error.jsp","/error.jsp"
"getRefundDetails","admin","getRefundDetails","success","tiles","getRefundDetails","/HMS Android/RefundDetails.jsp?main=9&amp;sub=3"
"getRefundDetails","admin","getRefundDetails","error","dispatcher","/error.jsp","/error.jsp"
"refundApproval","admin","refundApproval","success","tiles","refundApproval","/HMS Android/RefundApprovalDetails.jsp?main=9&amp;sub=3"
"getCategory","lab","getCategory","success","tiles","getCategory","/HMS Android/addCategory.jsp?main=1&amp;sub=5"
"addCategory","lab","addCategory","success","tiles","getCategory","/HMS Android/addCategory.jsp?main=1&amp;sub=5"
"getUpdatableCategoryObject","lab","getUpdatableCategoryObject","success","tiles","getUpdatableCategoryObject","/HMS Android/addCategoryEdit.jsp?main=1&amp;sub=5"
"updateCategory","lab","updateCategory","success","tiles","getCategory","/HMS Android/addCategory.jsp?main=1&amp;sub=5"
"deleteCategory","lab","deleteCategory","success","tiles","getCategory","/HMS Android/addCategory.jsp?main=1&amp;sub=5"
"getSubCategory","lab","getSubCategory","success","tiles","getSubCategory","/HMS Android/addSubCategory.jsp?main=1&amp;sub=6"
"addSubcategory","lab","addSubcategory","success","tiles","getSubCategory","/HMS Android/addSubCategory.jsp?main=1&amp;sub=6"
"getUpdatableSubcategoryObject","lab","getUpdatableSubcategoryObject","success","tiles","getUpdatableSubcategoryObject","/HMS Android/addSubCategoryEdit.jsp?main=1&amp;sub=6"
"updateSubcategory","lab","updateSubcategory","success","tiles","getSubCategory","/HMS Android/addSubCategory.jsp?main=1&amp;sub=6"
"deleteSubcategory","lab","deleteSubcategory","success","tiles","getSubCategory","/HMS Android/addSubCategory.jsp?main=1&amp;sub=6"
"getComponent","lab","getComponent","success","tiles","getComponent","/HMS Android/addComponent.jsp?main=1&amp;sub=7"
"addComponent","lab","addComponent","success","tiles","getComponent","/HMS Android/addComponent.jsp?main=1&amp;sub=7"
"getUpdatableComponentObject","lab","getUpdatableComponentObject","success","tiles","getUpdatableComponentObject","/HMS Android/addComponentEdit.jsp?main=1&amp;sub=7"
"updateComponent","lab","updateComponent","success","tiles","getComponent","/HMS Android/addComponent.jsp?main=1&amp;sub=7"
"deleteComponent","lab","deleteComponent","success","tiles","getComponent","/HMS Android/addComponent.jsp?main=1&amp;sub=7"
"getLabLog","lab","getLabLog","success","tiles","getLabLog","/HMS Android/LabActivityLog.jsp?main=6&amp;sub=9"
"getSubcategoryByCat","lab","getSubcategoryByCat","","","",""
"requisitionInput","lab","requisitionInput","success","tiles","requisitionInput","/HMS Android/RequisitionInput.jsp?main=11&amp;sub=1"
"patientcollection","lab","getpatientCollectionReport","success","tiles","patientcollectionone","/HMS Android/patientcollection.jsp?main=10&amp;sub=1"
"patientcollectionone","lab","getpatientCollectionReport","success","tiles","patientcollection","/Lab/patientcollectionreport.jsp?main=10&amp;sub=1"
"findPatientIdExist","lab","findPatientIdExist","","","",""
"requisitionOrder","lab","getRequisitionOrder","success","tiles","requisitionOrder","/HMS Android/RequisitionOrder.jsp?main=10&amp;sub=1"
"requisitionOrder","lab","getRequisitionOrder","expired","tiles","nfid-expired-requisition-Input","/HMS Android/NfidExpire.jsp?main=10&amp;sub=1"
"requisitionOrder","lab","getRequisitionOrder","error","tiles","requisitionInput","/HMS Android/RequisitionInput.jsp?main=11&amp;sub=1"
"requisitionOrderlab","lab","getRequisitionOrder","success","tiles","requisitionOrderlab","/HMS Android/RequisitionOrderlab.jsp?main=10&amp;sub=1"
"requisitionOrderlab","lab","getRequisitionOrder","expired","tiles","nfid-expired-requisition-Input","/HMS Android/NfidExpire.jsp?main=10&amp;sub=1"
"requisitionOrderlab","lab","getRequisitionOrder","error","tiles","requisitionInput","/HMS Android/RequisitionInput.jsp?main=11&amp;sub=1"
"payRequisitionBill","lab","payRequisitionOrder","success","redirect","requisitionInput","/HMS Android/RequisitionInput.jsp?main=11&amp;sub=1"
"payRequisitionBill","lab","payRequisitionOrder","success","tiles","requisitionSucc","/HMS Android/SuccessReq.jsp?main=10&amp;sub=2"
"labBillingApproval","lab","labBillingApprovallab","success","tiles","labBillingApproval","/HMS Android/LabBillingApproval.jsp?main=11&amp;sub=2"
"cancelPayment","lab","cancelPayment","success","tiles","labBillingApproval","/HMS Android/LabBillingApproval.jsp?main=11&amp;sub=2"
"labApprovalDetails","lab","labApprovalDetails","success","tiles","labApprovalDetails","/HMS Android/LabApprovalDetails.jsp?main=10&amp;sub=2"
"labApprovalDetailsdict","lab","labApprovalDetailsdict","success","tiles","labApprovalDetails2","/HMS Android/LabApprovalDetailsdict.jsp?main=9&amp;sub=8"
"labApprovalDetails1","lab","labApprovalDetails1","success","tiles","labApprovalDetails1","/HMS Android/LabApprovalDetails1.jsp?main=10&amp;sub=5"
"upadateLabPayment","lab","upadateLabPayment","success","tiles","commonLabRecepit","/HMS Android/LabXrayReceipt.jsp?main=9&amp;sub=9"
"upadateLabPaymentopdict","lab","upadateLabPaymentopdict","success","tiles","commonLabRecepitlab2","/HMS Android/Labbillsdict.jsp?main=9&amp;sub=8"
"upadateLabPaymentop","lab","upadateLabPaymentop","success","tiles","commonLabRecepitlab","/HMS Android/labbills.jsp?main=10&amp;sub=3"
"upadateLabPaymentlab","lab","upadateLabPaymentlab","success","tiles","commonLabRecepitlab1","/HMS Android/labbills.jsp?main=10&amp;sub=6"
"deleteCollectionRecord","lab","deleteCollectionRecord","success","tiles","deleteCollectionRecord","/Lab/LabCollectionReport.jsp?main=12&amp;sub=1"
"upadateLabPaymentbills","lab","upadateLabPaymentbills","success","tiles","commonLabRecepitop","/HMS Android/OpDirectbill.jsp?main=9&amp;sub=9"
"getLabCollectionReport","lab","getLabCollectionReport","success","tiles","show-lab-collection-Report","/Lab/LabCollectionReport.jsp?main=12&amp;sub=1"
"getLabCollectiondoctorReport","lab","getLabCollectiondoctorReport","success","tiles","show-lab-collection-doctorReport","/Lab/LabCollectionReportdoctor.jsp?main=12&amp;sub=2"
"getLabRefundByInv","lab","getLabRefundByInv","success","tiles","getLabRefundByInv","/HMS Android/LabRefundByInvoice.jsp?main=12&amp;sub=4"
"getLabRefundDetails","lab","getLabRefundDetails","success","tiles","getLabRefundDetails","/HMS Android/LabRefundDetails.jsp?main=10&amp;sub=7"
"labRefundApproval","lab","labRefundApproval","success","tiles","labRefundApproval","/HMS Android/RefundApprovalDetailsForLab.jsp?main=10&amp;sub=7"
"labEntryQueue","lab","labEntryQueue","success","tiles","labEntryQueue","/HMS Android/labEntryQueue.jsp?main=11&amp;sub=3"
"labEntryQueuedirect","lab","labEntryQueuedirect","success","tiles","labEntryQueuedirect","/HMS Android/labEntryQueuedirect.jsp?main=10&amp;sub=3"
"labEntryQueueWithDate","lab","labEntryQueueWithDate","success","tiles","labEntryQueue","/HMS Android/labEntryQueue.jsp?main=11&amp;sub=3"
"getlabEntry","lab","getlabEntry","success","tiles","getlabEntry","/HMS Android/labEntryWithAll.jsp?main=10&amp;sub=3"
"getlabEntrydirect","lab","getlabEntry","success","tiles","getlabEntrydirect",""
"UserLabIdExist","lab","isUserLabIdExist","","","",""
"labEntrySaveAction","lab","labResultSave","save","tiles","getlabEntry","/HMS Android/labEntryWithAll.jsp?main=10&amp;sub=3"
"labEntrySaveAction","lab","labResultSave","success","tiles","labEntryApproveSuccess",""
"labEntrySaveAction","lab","labResultSave","success","tiles","labReport","/HMS Android/labReport.jsp?main=10&amp;sub=5"
"labEntrySaveAction1","lab","labResultSave1","success","tiles","labReportDraft","/HMS Android/labReportDraft.jsp?main=10&amp;sub=4"
"getOpXrayPortable","admin","getOpXrayPortable","success","tiles","xray-port-component","/HMS Android/XrayPortable.jsp?main=23&amp;sub=1"
"AddOPSplComp","admin","AddOPSplComp","X-rayPortable","tiles","xray-port-component","/HMS Android/XrayPortable.jsp?main=23&amp;sub=1"
"AddOPSplComp","admin","AddOPSplComp","X-rayNormal","tiles","xray-norml-component","/HMS Android/XrayNormal.jsp?main=23&amp;sub=2"
"getUpdateOpSplComponent","admin","getUpdateOpComponent","success","tiles","edit-spl-component","/HMS Android/OpComponetEditSeparate.jsp?main=10&amp;sub=11"
"updateOPSepComponent","admin","updateOPSepComponent","X-rayPortable","tiles","xray-port-component","/HMS Android/XrayPortable.jsp?main=23&amp;sub=1"
"updateOPSepComponent","admin","updateOPSepComponent","X-rayNormal","tiles","xray-norml-component","/HMS Android/XrayNormal.jsp?main=23&amp;sub=2"
"deleteOpComponent","admin","deleteOpComponent","X-rayPortable","tiles","xray-port-component","/HMS Android/XrayPortable.jsp?main=23&amp;sub=1"
"deleteOpComponent","admin","deleteOpComponent","X-rayNormal","tiles","xray-norml-component","/HMS Android/XrayNormal.jsp?main=23&amp;sub=2"
"getUpdateOpComponent","admin","getUpdateOpComponent","success","tiles","edit-op-component","/HMS Android/OpcomponentEdit.jsp?main=10&amp;sub=11"
"updateOPComponent","admin","updateOPComponent","X-rayPortable","tiles","xray-port-component","/HMS Android/XrayPortable.jsp?main=23&amp;sub=1"
"updateOPComponent","admin","updateOPComponent","X-rayNormal","tiles","xray-norml-component","/HMS Android/XrayNormal.jsp?main=23&amp;sub=2"
"reActivateSpecial","admin","reActivateSpecial","X-rayPortable","tiles","xray-port-component","/HMS Android/XrayPortable.jsp?main=23&amp;sub=1"
"reActivateSpecial","admin","reActivateSpecial","X-rayNormal","tiles","xray-norml-component","/HMS Android/XrayNormal.jsp?main=23&amp;sub=2"
"getOpXrayNormal","admin","getOpXrayNormal","success","tiles","xray-norml-component","/HMS Android/XrayNormal.jsp?main=23&amp;sub=2"
"AddOPSplComp","admin","AddOPSplComp","X-rayPortable","tiles","xray-port-component","/HMS Android/XrayPortable.jsp?main=23&amp;sub=1"
"AddOPSplComp","admin","AddOPSplComp","X-rayNormal","tiles","xray-norml-component","/HMS Android/XrayNormal.jsp?main=23&amp;sub=2"
"getUpdateOpSplComponent","admin","getUpdateOpComponent","success","tiles","edit-spl-component","/HMS Android/OpComponetEditSeparate.jsp?main=10&amp;sub=11"
"getUpdateOpComponent","admin","getUpdateOpComponent","success","tiles","edit-op-component","/HMS Android/OpcomponentEdit.jsp?main=10&amp;sub=11"
"deleteOpComponent","admin","deleteOpComponent","X-rayPortable","tiles","xray-port-component","/HMS Android/XrayPortable.jsp?main=23&amp;sub=1"
"deleteOpComponent","admin","deleteOpComponent","X-rayNormal","tiles","xray-norml-component","/HMS Android/XrayNormal.jsp?main=23&amp;sub=2"
"reActivateSpecial","admin","reActivateSpecial","X-rayPortable","tiles","xray-port-component","/HMS Android/XrayPortable.jsp?main=23&amp;sub=1"
"reActivateSpecial","admin","reActivateSpecial","X-rayNormal","tiles","xray-norml-component","/HMS Android/XrayNormal.jsp?main=23&amp;sub=2"
"updateOPSepComponent","admin","updateOPSepComponent","X-rayPortable","tiles","xray-port-component","/HMS Android/XrayPortable.jsp?main=23&amp;sub=1"
"updateOPSepComponent","admin","updateOPSepComponent","X-rayNormal","tiles","xray-norml-component","/HMS Android/XrayNormal.jsp?main=23&amp;sub=2"
"getInvestigations","lab","getInvestigations","success","tiles","op-front-investigations","/HMS Android/Investigations.jsp?main=11&amp;sub=1"
"getInvestigations","lab","getInvestigations","expired","tiles","nfid-expired-requisition-Input","/HMS Android/NfidExpire.jsp?main=10&amp;sub=1"
"getInvestigationsone","lab","getInvestigationsone","success","tiles","op-front-investigationsone","/HMS Android/Investigationsone.jsp?main=9&amp;sub=8"
"getInvestigationsonedirect","lab","getInvestigationsone","success","tiles","op-front-investigationsonedirect","/HMS Android/Investigationsonedirect.jsp?main=9&amp;sub=10"
"Opdirectbillingapproval","admin","Opdirectbilling","success","tiles","Opdirectbillingapproval","/HMS Android/BillingApproval.jsp?main=10&amp;sub=1"
"getInvestigationDetails","lab","getInvestigationDetails","","","",""
"getInvestigationAmountDetailsdirect","lab","getInvestigationAmountDetailsdirect","","","",""
"getInvestigationDetailsdirect","lab","getInvestigationDetailsdirect","","","",""
"getInvestigationAmountDetails","lab","getInvestigationAmountDetails","","","",""
"addOpBillingDetails","lab","addOpBillingDetails","success","tiles","op-front-investigations","/HMS Android/Investigations.jsp?main=11&amp;sub=1"
"addOpBillingDetails1op","lab","addOpBillingDetails1","success","tiles","op-front-investigationsop","/HMS Android/Investigationsop.jsp?main=9&amp;sub=8"
"addOpBillingDetails1","lab","addOpBillingDetails1","success","tiles","op-front-investigations","/HMS Android/Investigations.jsp?main=11&amp;sub=1"
"deleteOpBillingDetails","lab","deleteOpBillingDetails","success","tiles","op-front-investigations","/HMS Android/Investigations.jsp?main=11&amp;sub=1"
"addOpbillingInvoiceConfirm","lab","addOpbillingInvoiceConfirm","success","tiles","requisitionInputxray","/HMS Android/SuccessReqxray.jsp?main=10&amp;sub=1"
"addOpbillingInvoiceConfirmdirect","lab","addOpbillingInvoiceConfirmdirect","success","tiles","requisitionInputOne","/OPBilling/RequisitionInputone.jsp?main=9&amp;sub=7"
"addOpbillingInvoiceConfirmop","lab","labBillingApproval","success","tiles","requisitionInputop","/OPBilling/OPBillingApproval1.jsp?main=10&amp;sub=1"
"labApprovedReport","lab","getLabApprovedReport","success","tiles","labApprovedReport",""
"labReportInput","lab","labReportQueue","success","tiles","labReportInput","/HMS Android/labReportInput.jsp?main=11&amp;sub=5"
"labReportdoc","lab","getLabResultByDatedoc","success","tiles","labReportdoc","/HMS Android/labReportInputdoc.jsp?main=11&amp;sub=11"
"getLabResultByDate","lab","getLabResultByDate","success","tiles","labReportInput","/HMS Android/labReportInput.jsp?main=11&amp;sub=5"
"getLabResultReportbyID","lab","getLabResultReportbyID","success","tiles","labReportDraft","/HMS Android/labReportDraft.jsp?main=10&amp;sub=4"
"labEntryDraftQueue","lab","labEntryQueue","success","tiles","labEntryDraftQueue","/HMS Android/LabEntryDraftQueue.jsp?main=10&amp;sub=4"
"labEntryDraftQueueWithDate","lab","labEntryQueueWithDate","success","tiles","labEntryDraftQueue","/HMS Android/LabEntryDraftQueue.jsp?main=10&amp;sub=4"
"IpRegistrationSearch","ip","IpRegistrationSearch","success","tiles","show-appoint-ip","/IP/IPAppointment.jsp?main=14&amp;sub=1"
"IpRegistration","ip","IpRegistration","success","tiles","ip-patient-register","/IP/PatientIPRegistration.jsp?main=14&amp;sub=1"
"IpRegistration","ip","execute","success","tiles","ip-patient-register","/IP/PatientIPRegistration.jsp?main=14&amp;sub=1"
"createIPAdmission","ip","createIPAdmission","success","tiles","ip-patient-register-success","/IP/IPRegistrationSuccess.jsp?main=14&amp;sub=1"
"createIPAdmission","ip","createIPAdmission","error","tiles","ip-patient-error","/IP/errorAdmission.jsp?main=14&amp;sub=1"
"getReferralDoctor","ip","getReferralDoctor","","","",""
"IpEstimation","ip","IpEstimation","success","tiles","ip-estimate-billing","/IP/BillingEstimation.jsp?main=13&amp;sub=1"
"paymentAdviceDetails","ip","paymentAdviceDetails","success","tiles","ip-register-advice","/IP/BillingEstimationDetails.jsp?main=13&amp;sub=1"
"BillingPaymentAdvice","ip","BillingPaymentAdvice","success","tiles","ip-register-billing","/IP/Success.jsp?main=13&amp;sub=1"
"inPatientList","ip","getInnPatientListSummary","success","tiles","inPatientSummary","/IP/Billing/InPatientListSummary.jsp?main=13&amp;sub=5"
"getIPBillingCategory","ip","IPBillingCategory","success","tiles","ip-billing-category","/IP/IPBillingCategory.jsp?main=50&amp;sub=13"
"addIPbillingcategory","ip","addIPbillingcategory","success","tiles","ip-billing-category","/IP/IPBillingCategory.jsp?main=50&amp;sub=13"
"getUpdateIpCategory","ip","getUpdateIpCategory","success","tiles","edit-billing-category","/IP/EditIPCategory.jsp?main=50&amp;sub=13"
"updateIpCategory","ip","updateIpCategory","success","tiles","ip-billing-category","/IP/IPBillingCategory.jsp?main=50&amp;sub=13"
"deleteIpCategory","ip","deleteIpCategory","success","tiles","ip-billing-category","/IP/IPBillingCategory.jsp?main=50&amp;sub=13"
"activateIpCategory","ip","activateIpCategory","success","tiles","ip-billing-category","/IP/IPBillingCategory.jsp?main=50&amp;sub=13"
"getIPBillingComponent","ip","getIPBillingComponent","success","tiles","ip-billing-component","/IP/IPBillingComponent.jsp?main=50&amp;sub=14"
"addipbillingcomponent","ip","addipbillingcomponent","success","tiles","ip-billing-component","/IP/IPBillingComponent.jsp?main=50&amp;sub=14"
"getUpdateIpComponent","ip","getUpdateIpComponent","success","tiles","edit-billing-component","/IP/EditIPComponent.jsp?main=50&amp;sub=14"
"updateIpComponent","ip","updateIpComponent","success","tiles","ip-billing-component","/IP/IPBillingComponent.jsp?main=50&amp;sub=14"
"deleteIpComponent","ip","deleteIpComponent","success","tiles","ip-billing-component","/IP/IPBillingComponent.jsp?main=50&amp;sub=14"
"activateIpComponent","ip","activateIpComponent","success","tiles","ip-billing-component","/IP/IPBillingComponent.jsp?main=50&amp;sub=14"
"getRoomTypesList","ip","getRoomTypes","success","tiles","getRoomTypes","/BillingModule/Master/addRoomType.jsp?main=20&amp;sub=1"
"addRoomType","ip","addRoomType","success","redirect","getRoomTypesList",""
"getUpdatableRoomType","ip","getUpdatableRoomType","success","tiles","getUpdatableRoomType","/BillingModule/Master/RoomTypeEdit.jsp?main=20&amp;sub=1"
"updateRoomType","ip","updateRoomType","success","redirect","getRoomTypesList",""
"deleteRoomType","ip","deleteRoomType","success","redirect","getRoomTypesList",""
"activateRoomType","ip","activateRoomType","success","redirect","getRoomTypesList",""
"getRoomNumbers","ip","getRoomNumbers","success","tiles","getRoomNumbers","/BillingModule/Master/addRoomNumber.jsp?main=20&amp;sub=2"
"addRoomNumber","ip","addRoomNumber","success","redirect","getRoomNumbers","/BillingModule/Master/addRoomNumber.jsp?main=20&amp;sub=2"
"getUpdatableRoomNumber","ip","getUpdatableRoomNumber","success","tiles","getUpdatableRoomNumber","/BillingModule/Master/RoomNumberEdit.jsp?main=20&amp;sub=2"
"updateRoomNumber","ip","updateRoomNumber","success","redirect","getRoomNumbers","/BillingModule/Master/addRoomNumber.jsp?main=20&amp;sub=2"
"deleteRoomNumber","ip","deleteRoomNumber","success","redirect","getRoomNumbers","/BillingModule/Master/addRoomNumber.jsp?main=20&amp;sub=2"
"activateRoomNumber","ip","activateRoomNumber","success","redirect","getRoomNumbers","/BillingModule/Master/addRoomNumber.jsp?main=20&amp;sub=2"
"addReferralDoctor","ip","addReferralDoctor","success","tiles","refferalDoctor-master",""
"getRoomStatusWard","ip","getRoomStatus","success","tiles","getRoomStatusward","/BillingModule/Output/RoomStatusUpdate.jsp?main=20&amp;sub=3"
"updateRoomAvailability","ip","updateRoomAvailability","success","tiles","getRoomStatus","/BillingModule/Output/RoomStatusUpdate.jsp?main=13&amp;sub=3"
"patientInfoDetails","ip","patientInfoDetails","success","tiles","ip-patient-info","/IP/IPPatientInfo.jsp?main=13&amp;sub=5"
"getIPInvestigationAmountDetails","ip","getIPInvestigationAmountDetails","","","",""
"getpatientSearchDetailsIp","ip","getpatientSearchDetailsIp","success","dispatcher","/IP/Ajax/PatientSearchDetails.jsp","/IP/Ajax/PatientSearchDetails.jsp"
"getPatientDetails","ip","getPatientDetails","success","tiles","ip-patient-nfidsearch","/IP/PatientIPRegistrationByNFID.jsp?main=14&amp;sub=1"
"getPatientDetails","ip","getPatientDetails","expired","tiles","nfid-expired-ip-Input","/Appointments/NfidExpire.jsp?main=14&amp;sub=1"
"getPatientDetails","ip","getPatientDetails","search","tiles","ip-patient-search","/IP/InPatientSearch.jsp?main=14&amp;sub=1"
"getPatientDetails","ip","getPatientDetails","error","tiles","ip-patient-error","/IP/errorAdmission.jsp?main=14&amp;sub=1"
"createAdmissionByNFID","ip","createAdmissionByNFID","success","tiles","ip-patient-registerbynfid","/IP/IPRegistrationSuccess.jsp?main=14&amp;sub=1"
"createAdmissionByNFID","ip","createAdmissionByNFID","error","tiles","ip-patient-error","/IP/errorAdmission.jsp?main=14&amp;sub=1"
"findPatientIdExistforIP","ip","findPatientIdExist","","","",""
"paymentAdviceDetailsCancel","ip","paymentAdviceDetailsCancel","success","tiles","ip-estimate-billing","/IP/BillingEstimation.jsp?main=13&amp;sub=1"
"AppoinmentDetailsforIP","ip","AppoinmentDetailsforIP","success","tiles","ip-appointment","/IP/IPAppoinmentDetail.jsp?main=13&amp;sub=7"
"cancellledAdmissions","ip","cancellledAdmissions","success","tiles","cancelledAdmissions","/IP/Billing/CancelledReport.jsp?main=13&amp;sub=11"
"cancellledAdmissionsByDate","ip","cancellledAdmissionsByDate","success","tiles","cancelledAdmissions","/IP/Billing/CancelledReport.jsp?main=13&amp;sub=11"
"patientAdmissionSheet","ip","getAdmissionSheet","success","tiles","ip-patient-admission","/IP/AdmissionIP.jsp?main=13&amp;sub=2"
"patientAdvanceRequest","ip","patientAdvanceRequest","success","tiles","patient-ip-advance","/IP/Billing/IPAdvanceRequest.jsp?main=13&amp;sub=6"
"patientAdvanceRequestConfirm","ip","patientAdvanceRequestConfirm","success","tiles","ip-patient-info-succ","/IP/AdvanceSuccess.jsp?main=13&amp;sub=5"
"patientEditDetails","ip","patientEditDetails","success","tiles","ip-edit-patient","/IP/IPPatientEdit.jsp?main=13&amp;sub=5"
"updateIPpatientInfo","ip","updateIPpatientInfo","success","tiles","ip-edit-success","/IP/IPeditSuccess.jsp?main=13&amp;sub=2"
"EditPatientDetails","ip","EditPatientDetails","success","tiles","edit-patient-details","/IP/EditPatientDetails.jsp?main=30&amp;sub=2"
"patientWardChange","ip","patientWardChange","success","tiles","patient-ward-change","/IP/Billing/RoomChangeList.jsp?main=13&amp;sub=5"
"updateRoomtypeDetails","ip","updateRoomtypeDetails","success","tiles","ip-ward-change","/IP/WardChangeSuccess.jsp?main=13&amp;sub=5"
"getInPatientListByWard","ip","getInPatientListByWard","success","tiles","ip-billing-details-ward","/IP/Billing/InPatientListByWard.jsp?main=13&amp;sub=5"
"getInPatientListByConsultant","ip","getInPatientListByConsultant","success","tiles","ip-billing-details-consult","/IP/Billing/InPatientListByConsult.jsp?main=13&amp;sub=5"
"makePatientDischarge","ip","makePatientDischarge","success","tiles","ip-initiate-discharge","/IP/DischargeInitSuccess.jsp?main=13&amp;sub=5"
"finalizeDischarge","ip","finalizeDischarge","success","tiles","ip-finalize-discharge","/IP/DischargeSuccess.jsp?main=13&amp;sub=5"
"IpDischarge","ip","IpDischarge","success","tiles","ip-surgery-Discharge","/IP/Billing/IPDischargeList.jsp?main=13&amp;sub=8"
"cancelDischargeInitiation","ip","cancelDischargeInitiation","success","tiles","inPatientSummary","/IP/Billing/InPatientListSummary.jsp?main=13&amp;sub=5"
"IpDischargeInputBydate","ip","IpDischargeInputBydate","success","tiles","ip-surgery-Discharge","/IP/Billing/IPDischargeList.jsp?main=13&amp;sub=8"
"patientInfoDetailsWithoutEdit","ip","patientInfoDetails","success","tiles","ip-patient-info-noedit","/IP/IPPatientInfoWithoutEdit.jsp?main=13&amp;sub=8"
"ipCancelSearch","","execute","success","tiles","patient-ip-cancel-input","/IP/Billing/InvestigationCancelInput.jsp?main=13&amp;sub=6"
